,id,handle,text
921,771388511752716289,HillaryClinton,"""Trump, the self-proclaimed tough negotiator, not only choked but openly lied about choking."" https://t.co/lDCNMIpP7r"
922,771383506840748032,HillaryClinton,"""He’s causing nations to wonder if we’ll actually keep our word.” —@JoeBiden on Donald Trump: https://t.co/Xf3OPFMOo9"
925,771378663489204224,HillaryClinton,"""I'm so sick and tired of people like Trump...saying we get 'paid too much.'"" —@JoeBiden in Ohio: https://t.co/zMPLqxzsTY"
927,771373643066544129,HillaryClinton,Tune in now to watch @JoeBiden hit the trail for Hillary in Ohio: https://t.co/FjCws9BTYy
928,771352519457005568,realDonaldTrump,Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB
930,771331483772579840,HillaryClinton,"Trump's extreme immigration speech got rave reviews—from white supremacists, the alt-right, and Ann Coulter. https://t.co/TeYcDQeYCg"
931,771298236376178688,realDonaldTrump,Poll numbers way up - making big progress!
932,771296597963661312,realDonaldTrump,Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!
933,771294347501461504,realDonaldTrump,Mexico will pay for the wall!
934,771212757517557760,realDonaldTrump,"Under a Trump administration, it's called #AmericaFirst! #ImWithYou
https://t.co/QfHfCQg0Wa"
935,771212706275741696,realDonaldTrump,"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
https://t.co/G1MuLrjhW9"
936,771210697552166913,realDonaldTrump,"There will be no amnesty!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/vVhzSdCblA"
937,771210555822477313,realDonaldTrump,"Mexico will pay for the wall - 100%!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/pSFuPZz0xP"
940,771175811416068096,HillaryClinton,Donald Trump could actually be our next president. Chip in before midnight to make sure that never happens: https://t.co/whE5Bls0pq
941,771168270711975936,HillaryClinton,There is no other Donald Trump. This is it. https://t.co/oQJdlUJv0u
942,771165328311250945,HillaryClinton,"We are not going to criminalize, profile, round up, and deport 16 million people. https://t.co/oCAAusi5dx"
943,771156031401521153,HillaryClinton,Trump just failed his first foreign test. Diplomacy isn't as easy as it looks. -H
944,771154406037450752,HillaryClinton,A wall that Mexico will pay for: a bad idea from an even worse negotiator. https://t.co/RZfOKe45RO
946,771150050940497920,realDonaldTrump,"Just arrived in Arizona! #ImWithYou
https://t.co/MT3wW61YS5"
947,771146302134423552,realDonaldTrump,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.
948,771145576381427712,realDonaldTrump,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!"
950,771126030631403520,HillaryClinton,"""It turns out Trump didn't just choke, he got beat in the room and lied about it."" —@JohnPodesta https://t.co/YgGN3HG7Hx"
951,771122533609373700,HillaryClinton,"“I will never lie to you.” —Donald Trump, August 18, 2016 https://t.co/O1GwI0FhzA"
952,771105785996775424,HillaryClinton,Great news for North Carolinians. Let's make voting easier so every voice in our democracy can be heard. -H https://t.co/EK0ziD99rl
953,771101401468563456,HillaryClinton,Trump has vilified Mexicans and immigrants since day one of his campaign. That's not what America stands for. https://t.co/dDubrEuOLm
956,771085033943818245,HillaryClinton,"""We are building a wall. He's a Mexican!” —Donald Trump, June 3, 2016 https://t.co/uSSd7XigYp"
957,771072624227123200,HillaryClinton,"As Trump meets with President Peña Nieto, a helpful refresher on some of the things he’s said about Mexico: https://t.co/AltRQdTtGt"
960,771037992811163648,HillaryClinton,"""They have to go.""

Trump has been perfectly clear about his intentions for millions of immigrants. https://t.co/kZ6hdDWrFt"
961,771034298996645889,HillaryClinton,"Our veterans deserve our thanks. You deserve a country that honors your service, not just with words but with deeds. https://t.co/Hi5VK3rrlJ"
962,771033219810680841,HillaryClinton,50 GOP national security experts said they will not vote for Trump because he would be “the most reckless president in American history.”
963,771032928772063232,HillaryClinton,Too many veterans and their families aren’t getting the mental health services they need. Our plan to fix that: https://t.co/sb8i2wu8wt
964,771031343841116161,HillaryClinton,"""I will never, ever disrespect Gold Star families who’ve made the ultimate sacrifice for our nation or prisoners of war.” —Hillary"
965,771030109922926592,HillaryClinton,The last thing we need is a president who brings more name-calling and temper tantrums to Washington.
966,771029907338067971,HillaryClinton,"""I completely reject anyone, including my opponent, who calls the American military a 'disaster.'"" —Hillary to the @AmericanLegion"
967,771029486502551552,HillaryClinton,"We can’t cozy up to dictators; we have to stand up to them.

We can’t contain ISIS; we must defeat it. And we will."
968,771028895420260353,HillaryClinton,"Getting countries to work together takes more than trying to make up for a year of insults by dropping in for a few hours, then flying home."
969,771028083302289408,HillaryClinton,"American leadership means standing with our allies, because our network of allies is part of what makes us exceptional."
970,771027603885060097,HillaryClinton,"“No matter how great the challenge, America must lead.” —Hillary to the @AmericanLegion https://t.co/byKmrx9XZy"
971,771006655316320260,HillaryClinton,".@GovChristie, vetoing a minimum wage increase is a blow to working families. No one who works full-time should have to live in poverty. -H"
972,771001443939647488,HillaryClinton,We're still 2.5 million away from reaching our August fundraising goal. Chip in by midnight and get a free sticker: https://t.co/wa1BxN66Ol
973,770992562618368000,HillaryClinton,RT this if you agree. https://t.co/32mjc23tME
974,770971306766381056,realDonaldTrump,"Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ""f bomb."""
975,770959899186561024,HillaryClinton,"A big, beautiful list of literally every tweet Donald Trump has sent about Mexico over the last two years. https://t.co/WCKL7oNdpg"
976,770834003985301504,HillaryClinton,"""From the first days of his campaign, Donald Trump has painted Mexicans as 'rapists' and criminals."" https://t.co/kwu8TJynrM"
977,770832664303587328,realDonaldTrump,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4"
978,770811910560284672,HillaryClinton,"What you need to know about the ""alt-right"" and @realDonaldTrump's connections to white supremacy and hate groups: https://t.co/JfQLDRP8dZ"
979,770811688966770689,realDonaldTrump,"I have accepted the invitation of President Enrique Pena Nieto, of Mexico, and look very much forward to meeting him tomorrow."
983,770771735092142080,realDonaldTrump,Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u
984,770762224289841152,HillaryClinton,"Trump loves his ""Make America Great Again"" hat a lot for a guy who outsourced jobs to 12 different countries. https://t.co/5MZTsOgYR9"
985,770752265552531456,HillaryClinton,"Trump's plan:
1. Round up and deport every single undocumented immigrant
2. Build a concrete wall

An alternative: https://t.co/RCou5SMZPI"
986,770733246032347136,HillaryClinton,60% of adults experiencing mental health illnesses are untreated. It's time to close the treatment gap. https://t.co/9QIUUpOd26
987,770724546454417408,realDonaldTrump,"Thank you America! #MAGA
https://t.co/FljBVvbwKr https://t.co/ePJW9jLckM"
988,770717154496901120,HillaryClinton,Eight reasons why you shouldn't need a four-year degree to have a successful career: https://t.co/QhJE8VdLWT
989,770707199450636288,HillaryClinton,The @ClintonFdn is saving lives around the world. https://t.co/jxl9vQ68lk
991,770686736221499392,HillaryClinton,Mike Pence’s governorship has been devastating to Indiana women. Just ask one of them: https://t.co/nu0DSiPQNf
992,770680497697648640,HillaryClinton,We're facing the highest suicide rate in 30 years. Let's make sure every family can access mental health treatment. https://t.co/wg0K9WXWuD
993,770635776556167168,HillaryClinton,Give the Trump family a huge tax cut or take care of our veterans? Not a hard choice. https://t.co/en3lDEN7ME https://t.co/CP4pEz14ln
994,770620397276524544,HillaryClinton,Big victory from the @NLRB for workers' right to organize for fair wages and benefits. https://t.co/GKkVTWm6S6 https://t.co/VfXv3kTGBC
995,770573355191631873,realDonaldTrump,"""@meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @realDonaldTrump  @mike_pence"""
996,770568584443539456,realDonaldTrump,"From day one I said that I was going to build a great wall on the SOUTHERN BORDER, and much more. Stop illegal immigration. Watch Wednesday!"
997,770445170089287680,HillaryClinton,It's time to finally put access to care for mental health on par with physical health. https://t.co/SgMYIpi1Ac
998,770432675672887296,HillaryClinton,The choice in November: a president with real plans to combat climate change—or one who calls it a hoax. https://t.co/tc5AokipbC
1000,770417590351040513,realDonaldTrump,"Join me this Thursday in Wilmington, Ohio at noon! #ImWithYou
Tickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe"
1001,770414693869649921,realDonaldTrump,"Join me this Wednesday in Phoenix, Arizona at 6pm! #ImWithYou
Tickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ"
1003,770401822121005056,realDonaldTrump,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf
1004,770381671996719104,HillaryClinton,"Donald Trump: Make ________
Bangladesh
China
India
Indonesia
Vietnam
Mexico
Slovenia
Great Again? https://t.co/5MZTsOgYR9"
1005,770381482229657602,realDonaldTrump,We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC
1006,770368382227116036,HillaryClinton,Qumber's parents came to this country for the American Dream. Trump is a threat to all they've achieved: https://t.co/YYXwtX2b4b
1007,770352719060238336,HillaryClinton,Too many Americans living with mental illness have been left to face it on their own. https://t.co/KyCFVylvB8 https://t.co/rayf9ADJKl
1010,770331185692180480,HillaryClinton,"Trump talks about enacting extreme policy ideas that hurt Americans. 

His VP pick has actually done it. https://t.co/q3p5XFENI5"
1011,770330631783972868,realDonaldTrump,#CrookedHillary https://t.co/vXhcC8PaPy
1013,770291230966251520,HillaryClinton,"Charity Watch called the @ClintonFdn ""one of the great humanitarian charities of our generation."" https://t.co/YqAIhcmI2P"
1015,770273692387450882,HillaryClinton,"Dear Donald: You can't make America great again when you don't make things in America.
https://t.co/5MZTsOyzIH"
1016,770253550639251456,realDonaldTrump,"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!"
1017,770252177512230912,realDonaldTrump,"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT"
1018,770250409843777536,realDonaldTrump,"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere"
1019,770249086255661056,realDonaldTrump,"""@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room."
1020,770248548571021312,realDonaldTrump,"""@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews"""
1021,770248186241900544,realDonaldTrump,"""@Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://t.co/wm7HV8WPGk via @gatewaypundit"
1022,770247094439469058,realDonaldTrump,Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!
